check (source file),event,date_first_detected,time_first_detected,temperature_celsuis,camera_model,location,treatment,site,site_type,wing1ID,wing1_detected,centreID,centre_detected,wing2ID,wing2_detected,walked_in_front_of_felixer?,walkpast,avoided,catID,comments,2_or_more_cameras,ID_dataset,date_site_set,time_in,times_caught_to_date,sex,days_since_site_set,days_cat_in,days_cat_exposed,direction,behavior,weight_g,age,captured_no,date_last_capture,days_since_last_capture
first camera check 1.7 - 5.7,1,27/05/2021,21:29:03,2,reconyx,dingo,collared,CR01,crate,SR1,1,SR2,0,SR3,0,F,0,1,,,no,drop,27/05/2021,16/04/2021,1,M,0,41,0,east,"Rudy investigates SR1, continues down track, then appears to duck off at crate and edge around backside. Photos taken by SR2 but shows avoidance I think",3350,adult,1,16/04/2021,41
first camera check 1.7 - 5.7,2,27/05/2021,23:32:52,5,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,0,F,0,1,bruce,"still has silicon tubing collar, changed 28/5",yes,catID,27/05/2021,9/05/2021,1,M,0,18,0,south,"walks past SR13, stops at SR14 looks at felixer up and down, then backs away. 10 mins later walks up and over dune (potentially - cant tell if same cat)",4200,adult,1,9/05/2021,18
first camera check 1.7 - 5.7,3,28/05/2021,18:56:39,10,reconyx,dingo,collared,F1,felixer,SR4,0,SR5,0,SR6,1,F,0,1,,,no,drop,27/05/2021,12/05/2021,1,M,1,16,1,west,"walks past SR6, turns to look back then keeps walking",3400,adult,1,12/05/2021,16
first camera check 1.7 - 5.7,4,28/05/2021,4:59:09,3,reconyx,dingo,collared,F2,felixer,SR7,0,SR8,0,SR9,1,F,0,1,,,no,drop,27/05/2021,16/04/2021,1,M,1,42,1,east,flash of bum on SR9,3350,adult,1,16/04/2021,42
first camera check 1.7 - 5.7,5,28/05/2021,17:50:23,13,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,1,SR9,1,T,1,0,rudy,,yes,catID,27/05/2021,16/04/2021,1,M,1,42,1,west,"pauses and looks at felixer, walks on, investigates SR7",3350,adult,1,16/04/2021,42
first camera check 1.7 - 5.7,6,28/05/2021,23:57:19,9,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,0,SR9,0,T,1,0,,,no,drop,27/05/2021,12/05/2021,2,M,1,16,1,west,"comes in from east, stops and stares at SR7 for a while then turns and heads west",3400,adult,1,12/05/2021,16
first camera check 1.7 - 5.7,7,28/05/2021,0:17:30,8,reconyx,dingo,collared,F3,felixer,SR13,0,SR14,1,SR15,1,T,1,0,bruce,"only good back leg, small collar so likely bruce. Also less than an hour ago passed F3",yes,catID,27/05/2021,9/05/2021,1,M,1,19,1,south,"tail seen walking past felixer, then sr15",4200,adult,1,9/05/2021,19
first camera check 1.7 - 5.7,8,29/05/2021,18:46:42,10,reconyx,dingo,collared,CR04,crate,HM4,0,HM5,0,HM6,1,F,0,1,,,no,drop,29/05/2021,6/05/2021,1,M,0,23,0,east,"walks up to and investigates HM6, but then turns and heads west.",3200,adult,1,6/05/2021,23
first camera check 1.7 - 5.7,9,29/05/2021,19:36:43,9,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,0,HM6,0,F,0,1,,,no,drop,29/05/2021,12/05/2021,1,M,0,17,0,west,"walks past HM4, but then turns around and comes back a few minutes later. Stops looks at camera then walks SE",3400,adult,1,12/05/2021,17
first camera check 1.7 - 5.7,10,30/05/2021,21:45:53,9,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,0,SR12,1,F,0,1,,,no,drop,29/05/2021,12/05/2021,1,M,1,18,1,west,"walks past SR12 west, then 10 minutes later walks east further south off track",3400,adult,1,12/05/2021,18
first camera check 1.7 - 5.7,11,30/05/2021,2:44:28,6,reconyx,dingo,collared,F2,felixer,SR7,0,SR8,1,SR9,0,F,0,1,,,no,drop,27/05/2021,12/05/2021,1,M,3,18,3,east,"Doesn't walk in fromt of felixer, but waks wide and looks at it",3400,adult,1,12/05/2021,18
first camera check 1.7 - 5.7,12,31/05/2021,18:48:10,14,reconyx,dingo,collared,CR01,crate,SR1,1,SR2,0,SR3,1,F,0,1,bruce,"lotek collar, antenna on left. Collar changed to lotek 28/5",yes,catID,27/05/2021,9/05/2021,2,M,4,22,4,east,"pretty sure it is bruce as has sirtrack collar and too big for priscilla, not spotty like hearteater",4200,adult,2,28/05/2021,3
first camera check 1.7 - 5.7,13,31/05/2021,21:32:10,8,reconyx,dingo,collared,CR01,crate,SR1,0,SR2,0,SR3,1,F,0,1,,,no,drop,27/05/2021,12/05/2021,1,M,4,19,4,east,"walks wide of SR3, looks back down track",3400,adult,1,12/05/2021,19
first camera check 1.7 - 5.7,14,31/05/2021,19:13:48,15,reconyx,dingo,collared,CR02,crate,SR10,1,SR11,1,SR12,1,T,1,0,rudy,,yes,catID,29/05/2021,16/04/2021,1,M,2,45,2,east,walks past all,3350,adult,1,16/04/2021,45
first camera check 1.7 - 5.7,15,31/05/2021,3:56:45,9,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,0,SR12,1,F,0,1,,,no,drop,29/05/2021,12/05/2021,1,M,2,19,2,east,walks past SR12 only,3400,adult,1,12/05/2021,19
first camera check 1.7 - 5.7,16,31/05/2021,22:29:35,15,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,0,HM6,0,F,0,1,,,no,drop,29/05/2021,,,,2,,2,east,"unknown cat (to far to tell) detected on HM4 walking east, not seen on other cameras",,,,,
first camera check 1.7 - 5.7,17,31/05/2021,22:02:16,13,reconyx,dingo,collared,F1,felixer,SR4,0,SR5,0,SR6,1,F,0,1,,,no,drop,27/05/2021,12/05/2021,1,M,4,19,4,east,walks past wide of SR6,3400,adult,1,12/05/2021,19
first camera check 1.7 - 5.7,18,1/06/2021,19:17:44,18,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,1,SR12,0,T,1,0,,,no,drop,29/05/2021,16/04/2021,1,M,3,46,3,east,"spends several minutes investigating crate, then walks east",3350,adult,1,16/04/2021,46
first camera check 1.7 - 5.7,19,1/06/2021,23:39:25,14,reconyx,dingo,collared,CR05,crate,HM7,0,HM8,1,HM9,0,T,1,0,,,no,drop,29/05/2021,30/04/2021,1,M,3,32,3,west,"cat pauses before crate, checks it out but then walks in front",4000,adult,1,30/04/2021,32
first camera check 1.7 - 5.7,20,1/06/2021,18:17:30,19,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,1,SR9,0,T,1,0,rudy,,yes,catID,27/05/2021,16/04/2021,1,M,5,46,5,east,walks past looks at SR7 and felixer,3350,adult,1,16/04/2021,46
first camera check 1.7 - 5.7,21,2/06/2021,24:24:01,11,reconyx,dingo,collared,CR01,crate,SR1,0,SR2,0,SR3,1,F,0,1,,,no,drop,27/05/2021,12/05/2021,1,M,6,21,6,west,walks west and then back east 2 minutes later,3400,adult,1,12/05/2021,21
first camera check 1.7 - 5.7,22,3/06/2021,19:25:34,14,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,0,SR12,1,F,0,1,,,no,drop,29/05/2021,12/05/2021,1,M,5,22,5,west,walks west and the back infront of camera and then south about 5 mins later,3400,adult,1,12/05/2021,22
first camera check 1.7 - 5.7,23,3/06/2021,22:39:25,11,reconyx,dingo,collared,CR05,crate,HM7,1,HM8,1,HM9,1,T,1,0,mohawk,,yes,catID,29/05/2021,3/04/2021,2,M,5,61,5,east,"walks infront of crate but at an angle away from crate, not seen on HM9 untill 2 hours later",5200,adult,2,30/04/2021,34
first camera check 1.7 - 5.7,24,3/06/2021,21:43:31,11,reconyx,dingo,collared,F3,felixer,SR13,0,SR14,0,SR15,1,F,0,1,,,no,drop,27/05/2021,12/05/2021,2,F,7,22,7,south,"walking off track, walks past SR15",4475,adult,1,12/05/2021,22
first camera check 1.7 - 5.7,25,4/06/2021,19:04:53,17,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,0,SR9,0,F,0,1,,,no,drop,27/05/2021,9/05/2021,3,M,8,26,8,west,walks past SR7 doesn't look,5000,adult,1,9/05/2021,26
first camera check 1.7 - 5.7,26,4/06/2021,4:33:52,5,reconyx,dingo,collared,F3,felixer,SR13,0,SR14,0,SR15,1,F,0,1,,,no,drop,27/05/2021,12/05/2021,1,M,8,23,8,south,walks past sr15 no look,3400,adult,1,12/05/2021,23
first camera check 1.7 - 5.7,27,4/06/2021,19:36:58,16,reconyx,dingo,collared,F3,felixer,SR13,0,SR14,0,SR15,1,F,0,1,,,no,drop,27/05/2021,12/05/2021,1,M,8,23,8,north,"walks north, stops looks at camera, seems spooked then turns around. Walks north again a few minutes later @1942, then comes back south @ 1947",3400,adult,1,12/05/2021,23
first camera check 1.7 - 5.7,28,4/06/2021,20:07:06,15,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,1,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,1,M,8,23,8,north,"walks past all, looks at SR15 and 13, and at felixer hops track, seems to be runnning",3400,adult,1,12/05/2021,23
first camera check 1.7 - 5.7,29,4/06/2021,20:11:29,15,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,0,SR15,0,F,0,1,,,no,drop,27/05/2021,12/05/2021,1,M,8,23,8,south,"walks south, then north @2014",3400,adult,1,12/05/2021,23
first camera check 1.7 - 5.7,30,4/06/2021,20:24:31,15,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,1,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,1,M,8,23,8,north,walks north past all,3400,adult,1,12/05/2021,23
first camera check 1.7 - 5.7,31,4/06/2021,20:29:59,15,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,1,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,1,M,8,23,8,south,walks south past all,3400,adult,1,12/05/2021,23
first camera check 1.7 - 5.7,32,5/06/2021,1:22:35,12,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,0,SR15,1,F,0,1,woodenbong,,yes,catID,27/05/2021,12/05/2021,1,M,9,24,9,north,walks past SR15 and SR13,3400,adult,1,12/05/2021,24
first camera check 1.7 - 5.7,33,5/06/2021,1:50:55,12,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,0,SR15,0,F,0,1,,,no,drop,27/05/2021,12/05/2021,1,M,9,24,9,south,"walks back and forth past SR13 5 times in half an hour, doesn't go past any other cameras",3400,adult,1,12/05/2021,24
first camera check 1.7 - 5.7,33.1,5/06/2021,2:00:04,13,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,0,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,1,M,9,24,9,,,3400,adult,1,12/05/2021,24
first camera check 1.7 - 5.7,33.2,5/06/2021,2:19:18,12,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,0,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,1,M,9,24,9,,,3400,adult,1,12/05/2021,24
first camera check 1.7 - 5.7,34,6/06/2021,19:21:30,14,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,1,SR12,1,T,1,0,priscilla,"priscilla, lotek collar antenna on right",yes,catID,29/05/2021,6/05/2021,1,F,8,31,8,east,investigates SR11 and crate,3200,adult,1,6/05/2021,31
first camera check 1.7 - 5.7,35,6/06/2021,20:24:37,12,reconyx,dingo,collared,CR02,crate,SR10,1,SR11,0,SR12,1,F,0,1,woodenbong,,yes,catID,29/05/2021,12/05/2021,1,M,8,25,8,west,flash of bum on SR10 and pases SR12,3400,adult,1,12/05/2021,25
first camera check 1.7 - 5.7,36,6/06/2021,19:05:30,13,reconyx,dingo,collared,F1,felixer,SR4,0,SR5,1,SR6,0,T,1,0,,,no,drop,27/05/2021,3/04/2021,2,M,10,64,10,east,"think its jumper, TS collar and spotty. Walks infront of crate and along track",5200,adult,2,30/04/2021,37
first camera check 1.7 - 5.7,37,6/06/2021,19:21:27,12,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,1,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,1,M,10,25,10,north,walks past all,3400,adult,1,12/05/2021,25
first camera check 1.7 - 5.7,38,8/06/2021,18:21:08,8,reconyx,dingo,collared,CR01,crate,SR1,0,SR2,1,SR3,1,T,1,0,greebo,"telemetry solutions collar, but not much detail",yes,catID,27/05/2021,30/04/2021,1,M,12,39,12,east,"think its jumper, TS collar and spotty. Walks infront of crate and along track",4200,adult,1,30/04/2021,39
first camera check 1.7 - 5.7,39,8/06/2021,19:53:54,8,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,0,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,1,M,12,27,12,south,"walks south past SR13, then caught coming back north on SR14. still walks past though",3400,adult,1,12/05/2021,27
first camera check 1.7 - 5.7,40,8/06/2021,23:54:53,6,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,1,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,1,M,12,27,12,north,walks past all,3400,adult,1,12/05/2021,27
first camera check 1.7 - 5.7,41,9/06/2021,0:36:30,8,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,0,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,1,M,13,28,13,south,"walks south past SR14, then caught coming back north on SR14 an minute later. Continues on to SR13",3400,adult,1,12/05/2021,28
first camera check 1.7 - 5.7,42,10/06/2021,18:52:56,10,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,0,SR12,1,F,0,1,,,no,drop,29/05/2021,3/04/2021,2,M,12,68,12,east,walks NE past SR12,5200,adult,2,30/04/2021,41
first camera check 1.7 - 5.7,43,10/06/2021,21:43:37,7,reconyx,dingo,collared,CR05,crate,HM7,0,HM8,1,HM9,0,T,1,0,,,no,drop,29/05/2021,30/04/2021,1,M,12,41,12,west,"cat stops and looks at crate, but walks past",4000,adult,1,30/04/2021,41
first camera check 1.7 - 5.7,44,11/06/2021,18:38:24,10,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,1,HM6,0,T,1,0,hearteater,has siam quoll collar,yes,catID,29/05/2021,9/05/2021,2,M,13,33,13,west,"hearteater caught on HM4, walks past and walks past felixer at HM5, then detected on HM4 coming back ~15 minutes later",4650,adult,2,8/06/2021,3
first camera check 1.7 - 5.7,45,11/06/2021,2:48:15,6,reconyx,dingo,collared,CR05,crate,HM7,0,HM8,1,HM9,0,T,1,0,,,no,drop,29/05/2021,30/04/2021,1,M,13,42,13,west,"cat walks past centre cam and crate. Investigates crate and bushes behind, and scent marks.",4000,adult,1,30/04/2021,42
first camera check 1.7 - 5.7,46,11/06/2021,20:27:28,7,reconyx,dingo,collared,F1,felixer,SR4,0,SR5,1,SR6,1,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,1,M,15,30,15,west,"walks past SR6, glances at it, past felixer stops to stare",3400,adult,1,12/05/2021,30
first camera check 1.7 - 5.7,47,11/06/2021,19:54:38,5,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,1,SR9,1,F,0,1,woodenbong,,yes,catID,27/05/2021,12/05/2021,1,M,15,30,15,west,walks past all cameras but wide of felixer again,3400,adult,1,12/05/2021,30
first camera check 1.7 - 5.7,48,12/06/2021,2:30:56,2,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,0,SR12,1,F,0,1,,,no,drop,29/05/2021,12/05/2021,1,M,14,31,14,west,walks past,3400,adult,1,12/05/2021,31
first camera check 1.7 - 5.7,49,12/06/2021,1:26:25,3,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,1,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,1,M,16,31,16,north,walks past all,3400,adult,1,12/05/2021,31
first camera check 1.7 - 5.7,50,13/06/2021,22:11:09,13,reconyx,dingo,collared,CR05,crate,HM7,0,HM8,0,HM9,1,F,0,1,,,no,drop,29/05/2021,,,,15,,15,west,one photo of cat tail walking west. ,,,,,
first camera check 1.7 - 5.7,51,15/06/2021,23:40:04,3,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,0,SR15,0,F,0,1,,,no,drop,27/05/2021,7/04/2021,2,M,19,69,19,north,investigates SR13,4675,adult,2,31/05/2021,15
first camera check 1.7 - 5.7,52,16/06/2021,23:09:33,14,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,0,HM6,1,F,0,1,mohawk,,yes,catID,29/05/2021,3/04/2021,2,M,18,74,18,east,"cat walks past HM6, not centre cam, and tail caught by HM4",5200,adult,2,30/04/2021,47
first camera check 1.7 - 5.7,53,16/06/2021,19:13:17,11,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,1,T,1,0,biter,,yes,catID,27/05/2021,12/05/2021,1,F,20,35,20,north,"walks past all. Investigates SR14, crosses back and forth infront of felixer multiple times",4475,adult,1,12/05/2021,35
first camera check 1.7 - 5.7,54,17/06/2021,23:35:32,7,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,1,SR12,0,T,1,0,,,no,drop,29/05/2021,6/05/2021,1,F,19,42,19,west,investigates crate,3200,adult,1,6/05/2021,42
first camera check 1.7 - 5.7,55,17/06/2021,24:02:39,13,reconyx,dingo,collared,CR05,crate,HM7,1,HM8,1,HM9,1,T,1,0,greebo,,yes,catID,29/05/2021,30/04/2021,1,M,19,48,19,east,"greebo catches mouse at HM7, walks past crate, and HM9, then goes back west past HM9 10 mins later",4200,adult,1,30/04/2021,48
first camera check 1.7 - 5.7,56,19/06/2021,22:29:04,7,reconyx,dingo,collared,CR05,crate,HM7,1,HM8,0,HM9,0,F,0,1,,,no,drop,29/05/2021,30/04/2021,1,M,21,50,21,east,"greebo looks at HM7, crouches and then turns and heads west",4000,adult,1,30/04/2021,50
first camera check 1.7 - 5.7,57,19/06/2021,0:37:52,5,reconyx,dingo,collared,F3,felixer,SR13,0,SR14,1,SR15,1,T,1,0,greebo,telemetry solutions,yes,catID,27/05/2021,30/04/2021,1,M,23,50,23,north,"investigates and walks past felixer, looks at SR13. then photo of body facing south - next event",4200,adult,1,30/04/2021,50
first camera check 1.7 - 5.7,58,19/06/2021,0:45:13,5,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,1,T,1,0,greebo,telemetry solutions,yes,catID,27/05/2021,30/04/2021,1,M,23,50,23,south,walks past all,4200,adult,1,30/04/2021,50
first camera check 1.7 - 5.7,59,20/06/2021,2:59:20,4,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,0,SR15,1,F,0,1,cantID,"cant ID, drop",yes,drop,27/05/2021,,,,24,,,north,"walks NE past SR15, can't see which cat. Doesn't pass SR14 then stares at SR13 before walking NW",,,,,
first camera check 1.7 - 5.7,60,23/06/2021,19:52:39,9,reconyx,dingo,collared,CR02,crate,SR10,1,SR11,0,SR12,1,F,0,1,woodenbong,,yes,catID,29/05/2021,12/05/2021,2,M,25,42,25,east,walks past wings but not crate,3300,adult,2,21/06/2021,2
first camera check 1.7 - 5.7,61,23/06/2021,23:57:00,4,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,1,SR12,0,T,1,0,,,no,drop,29/05/2021,12/05/2021,2,M,25,42,25,east,walks past crate but no others,3300,adult,2,21/06/2021,2
first camera check 1.7 - 5.7,62,24/06/2021,0:39:07,5,reconyx,dingo,collared,CR02,crate,SR10,1,SR11,1,SR12,1,T,1,0,woodenbong,,yes,catID,29/05/2021,12/05/2021,2,M,26,43,26,west,walks past all,3300,adult,2,21/06/2021,3
first camera check 1.7 - 5.7,63,24/06/2021,21:03:08,8,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,1,SR12,1,T,1,0,woodenbong,,yes,catID,29/05/2021,12/05/2021,2,M,26,43,26,east,walks past but misses SR10,3300,adult,2,21/06/2021,3
first camera check 1.7 - 5.7,64,24/06/2021,19:37:43,9,reconyx,dingo,collared,F2,felixer,SR7,0,SR8,1,SR9,1,F,0,1,woodenbong,,yes,catID,27/05/2021,12/05/2021,2,M,28,43,28,east,steps off track when passing felixer again,3300,adult,2,21/06/2021,3
first camera check 1.7 - 5.7,65,25/06/2021,18:03:17,12,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,1,SR12,1,T,1,0,woodenbong,,yes,catID,29/05/2021,12/05/2021,2,M,27,44,27,east,"walks east at SR12, then comes back west in front of SR11 several minutes later",3300,adult,2,21/06/2021,4
first camera check 1.7 - 5.7,66,25/06/2021,18:44:55,10,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,1,SR9,1,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,2,M,29,44,29,west,walks along track infront of all,3300,adult,2,21/06/2021,4
first camera check 1.7 - 5.7,67,26/06/2021,18:24:01,12,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,1,HM6,1,T,1,0,woodenbong,,yes,catID,29/05/2021,12/05/2021,2,M,28,45,28,west,doesn’t look at any cameras passes all.,3300,adult,2,21/06/2021,5
first camera check 1.7 - 5.7,68,26/06/2021,18:40:56,9,reconyx,dingo,collared,F1,felixer,SR4,0,SR5,0,SR6,1,F,0,1,,,no,drop,27/05/2021,12/05/2021,2,M,30,45,30,west,walks past SR6 without looking back,3300,adult,2,21/06/2021,5
first camera check 1.7 - 5.7,69,26/06/2021,4:09:17,1,reconyx,dingo,collared,F2,felixer,SR7,0,SR8,1,SR9,0,F,0,1,,,no,drop,27/05/2021,12/05/2021,2,M,30,45,30,west,walks wide of felixer,3300,adult,2,21/06/2021,5
first camera check 1.7 - 5.7,70,26/06/2021,18:11:38,10,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,1,SR9,1,F,0,1,woodenbong,,yes,catID,27/05/2021,12/05/2021,2,M,30,45,30,west,walks along track on wings but wide of felixer,3300,adult,2,21/06/2021,5
first camera check 1.7 - 5.7,71,26/06/2021,2:39:23,0,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,0,SR15,0,F,0,1,,,no,drop,27/05/2021,12/05/2021,1,M,30,45,30,north,walks north,3300,adult,2,21/06/2021,5
first camera check 1.7 - 5.7,72,27/06/2021,2:12:15,0,reconyx,dingo,collared,CR02,crate,SR10,1,SR11,0,SR12,0,F,0,1,,,no,drop,29/05/2021,12/05/2021,2,M,29,46,29,west,walks west but only caught SR10,3300,adult,2,21/06/2021,6
first camera check 1.7 - 5.7,73,27/06/2021,18:11:53,9,reconyx,dingo,collared,CR02,crate,SR10,1,SR11,1,SR12,0,T,1,0,woodenbong,woodenbong or biter,yes,catID,29/05/2021,12/05/2021,2,M,29,46,29,west,"walks east past SR11, then back west and west past SR10",3300,adult,2,21/06/2021,6
first camera check 1.7 - 5.7,74,27/06/2021,18:57:21,7,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,1,SR12,1,T,1,0,woodenbong,,yes,catID,29/05/2021,12/05/2021,2,M,29,46,29,west,walks west past SR12 then SR11,3300,adult,2,21/06/2021,6
first camera check 1.7 - 5.7,75,27/06/2021,3:24:43,0,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,1,HM6,0,T,1,0,woodenbong,,yes,catID,29/05/2021,12/05/2021,2,M,29,46,29,west,passes HM4 and 5 but misses HM6,3300,adult,2,21/06/2021,6
first camera check 1.7 - 5.7,76,27/06/2021,3:27:59,-1,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,0,HM6,1,F,0,1,woodenbong,woodenbong or biter,yes,catID,29/05/2021,12/05/2021,2,M,29,46,29,west,passes wing cameras but not detected in centre,3300,adult,2,21/06/2021,6
first camera check 1.7 - 5.7,77,27/06/2021,3:42:08,0,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,0,HM6,1,F,0,1,woodenbong,,yes,catID,29/05/2021,12/05/2021,2,M,29,46,29,west,passes wing cameras but not detected in centre,3300,adult,2,21/06/2021,6
first camera check 1.7 - 5.7,78,27/06/2021,19:24:49,8,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,1,HM6,1,T,1,0,biter,"woodenbong or biter, hard to ID",yes,catID,29/05/2021,12/05/2021,1,F,29,46,29,west,doesn’t look at any cameras passes all.,4475,adult,1,12/05/2021,46
first camera check 1.7 - 5.7,79,27/06/2021,19:41:43,6,reconyx,dingo,collared,CR04,crate,HM4,0,HM5,0,HM6,1,F,0,1,,,no,drop,29/05/2021,12/05/2021,2,M,29,46,29,east,"detected heading east on HM6, but turned around and headed west at 1744. ",3300,adult,2,21/06/2021,6
first camera check 1.7 - 5.7,80,27/06/2021,3:10:13,-1,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,1,SR9,1,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,2,M,31,46,31,west,"walks past all, stops stares then walks past felixer on track",3300,adult,2,21/06/2021,6
first camera check 1.7 - 5.7,81,27/06/2021,19:12:27,8,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,1,SR9,1,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,2,M,31,46,31,west,"walks past all, walks past felixer on track without stopping",3300,adult,2,21/06/2021,6
first camera check 1.7 - 5.7,82,28/06/2021,3:49:55,-6,reconyx,dingo,collared,CR01,crate,SR1,0,SR2,0,SR3,1,F,0,1,,,no,drop,27/05/2021,12/05/2021,2,M,32,47,32,west,"woodenbong walks past SR3, not detected on others",3300,adult,2,21/06/2021,7
first camera check 1.7 - 5.7,83,28/06/2021,19:49:50,3,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,1,SR12,0,T,1,0,,,no,drop,29/05/2021,12/05/2021,2,M,30,47,30,east,walks east past crate,3300,adult,2,21/06/2021,7
first camera check 1.7 - 5.7,84,28/06/2021,1:26:07,1,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,0,HM6,1,F,0,1,woodenbong,,yes,catID,29/05/2021,12/05/2021,2,M,30,47,30,west,"Passes wing cameras but not detected in centre. From 1:26 to 2:10, passes back and forth in front of HM6 without going near other cameras",3300,adult,2,21/06/2021,7
first camera check 1.7 - 5.7,85,28/06/2021,2:48:14,1,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,0,HM6,1,F,0,1,woodenbong,"woodenbong or biter, hard to ID",yes,catID,29/05/2021,12/05/2021,2,M,30,47,30,west,passes wing cameras but not detected in centre. ,3300,adult,2,21/06/2021,7
first camera check 1.7 - 5.7,86,28/06/2021,3:12:07,1,reconyx,dingo,collared,CR04,crate,HM4,0,HM5,1,HM6,1,T,1,0,woodenbong,no collar visible,yes,catID,29/05/2021,12/05/2021,2,M,30,47,30,west,"detected heading west, at centre cam and HM6",3300,adult,2,21/06/2021,7
first camera check 1.7 - 5.7,87,28/06/2021,3:17:07,2,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,1,HM6,0,T,1,0,biter,"woodenbong or biter, hard to ID",yes,catID,29/05/2021,12/05/2021,1,F,30,47,30,east,"heads back east, passes felixer and HM4",4475,adult,1,12/05/2021,47
first camera check 1.7 - 5.7,88,28/06/2021,3:23:31,3,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,0,HM6,0,F,0,1,,,no,drop,29/05/2021,12/05/2021,2,M,30,47,30,west,"heads back west, but not detected again that night. Only first wing camera",3300,adult,2,21/06/2021,7
first camera check 1.7 - 5.7,89,28/06/2021,3:37:22,0,reconyx,dingo,collared,F1,felixer,SR4,0,SR5,1,SR6,0,T,1,0,,,no,drop,27/05/2021,12/05/2021,2,M,32,47,32,west,walks past centrecam but glances at felixer,3300,adult,2,21/06/2021,7
first camera check 1.7 - 5.7,90,28/06/2021,1:13:19,0,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,1,SR9,1,T,1,0,woodenbong,,yes,catID,27/05/2021,12/05/2021,2,M,32,47,32,west,"walks past all, walks past felixer on track without stopping",3300,adult,2,21/06/2021,7
