check (source file),event,date_first_detected,time_first_detected,temperature_celsuis,camera_model,location,treatment,site,site_type,wing1ID,wing1_detected,centreID,centre_detected,wing2ID,wing2_detected,walked_in_front_of_felixer?,walkpast,avoided,catID,comments,2_or_more_cameras,ID_dataset,date_site_set,time_in,times_caught_to_date,sex,days_since_site_set,days_cat_in,days_cat_exposed,direction,behavior,weight_g,age,captured_no,date_last_capture,days_since_last_capture
second camera check 27.7,204,14/07/2021,22:05:08,6,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,9,,9,north,?,,,,,
second camera check 27.7,205,14/07/2021,23:02:55,10,reconyx,dingo,collared,F3,felixer,SR15,0,SR14,0,SR13,1,F,0,1,,,no,drop,27/05/2021,11/07/2021,1,M,48,3,3,north,,3300,adult,1,11/07/2021,3
second camera check 27.7,206,15/07/2021,19:31:46,18,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,0,HM6,0,F,0,1,,,no,drop,29/05/2021,13/07/2021,1,F,47,2,2,east,"stares at HM4, walks past",3700,adult,1,13/07/2021,2
second camera check 27.7,207,15/07/2021,21:25:38,11,swift,dingo,collared,CR08,crate,PN04,1,PN05,0,PN06,0,F,0,1,,,no,drop,5/07/2021,13/07/2021,1,F,10,2,2,north,back and forth in front of camera,3700,adult,1,13/07/2021,2
second camera check 27.7,208,15/07/2021,22:52:51,11,swift,dingo,collared,CR08,crate,PN04,1,PN05,1,PN06,1,T,1,0,cantID,poor photos,yes,drop,5/07/2021,,,,10,,,south,walks in front of all,,,,,
second camera check 27.7,209,15/07/2021,0:20:27,7,swift,dingo,collared,CR09,crate,PN08,1,PN07,1,PN09,1,T,1,0,biter,,yes,catID,5/07/2021,12/05/2021,1,F,10,64,10,north,walks past PN08 3 times then past the rest,4475,adult,1,12/05/2021,64
second camera check 27.7,210,15/07/2021,4:01:17,3,swift,dingo,collared,CR09,crate,PN08,0,PN07,0,PN09,1,F,0,1,,,no,drop,5/07/2021,na,na,NA,10,,10,south,walks south then north,,,,,
second camera check 27.7,211,15/07/2021,22:35:01,8,swift,dingo,collared,CR09,crate,PN08,1,PN07,1,PN09,1,T,1,0,mohawk,,yes,catID,5/07/2021,3/04/2021,2,M,10,103,10,south,"investigates PN09, then past rest",5200,adult,2,30/04/2021,76
second camera check 27.7,212,15/07/2021,5:46:08,7,swift,dingo,collared,CR10,crate,PN10,1,PN11,0,PN12,0,F,0,1,,,no,drop,5/07/2021,12/05/2021,1,F,10,64,10,north,walks past then back,4475,adult,1,12/05/2021,64
second camera check 27.7,213,15/07/2021,22:04:21,7,swift,dingo,collared,CR10,crate,PN10,1,PN11,1,PN12,1,T,1,0,mohawk,,yes,catID,5/07/2021,3/04/2021,2,M,10,103,10,south,walks past all,5200,adult,2,30/04/2021,76
second camera check 27.7,214,15/07/2021,0:02:49,7,swift,wildWest,uncollared,CR12,crate,PN22,0,PN23,0,PN24,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,10,,10,north,?,,,,,
second camera check 27.7,215,15/07/2021,1:52:50,2,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,1,PN24,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,10,,10,north,?,,,,,
second camera check 27.7,216,15/07/2021,2:03:07,2,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,10,,10,south,?,,,,,
second camera check 27.7,217,15/07/2021,1:00:13,3,swift,wildWest,uncollared,CR13,crate,PN27,1,PN26,1,PN25,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,10,,10,north,?,,,,,
second camera check 27.7,218,15/07/2021,5:40:50,3,swift,wildWest,uncollared,CR14,crate,PN16,0,PN17,1,PN18,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,10,,10,south,looks at crate,,,,,
second camera check 27.7,219,15/07/2021,21:02:20,11,swift,wildWest,uncollared,CR14,crate,PN16,0,PN17,1,PN18,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,10,,10,south,investigates crate,,,,,
second camera check 27.7,220,15/07/2021,2:59:54,3,swift,wildWest,uncollared,CR14,crate,PN16,1,PN17,1,PN18,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,10,,10,north,walks past,,,,,
second camera check 27.7,221,15/07/2021,1:35:37,2,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,1,PN19,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,10,,10,north,?,,,,,
second camera check 27.7,222,15/07/2021,2:20:07,2,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,1,PN19,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,10,,10,south,?,,,,,
second camera check 27.7,223,15/07/2021,22:39:54,8,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,10,,10,north,?,,,,,
second camera check 27.7,224,15/07/2021,23:41:48,8,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,0,PN19,0,F,0,1,na,,,drop,5/07/2021,na,0,NA,10,,10,south,?,,,,,
second camera check 27.7,225,15/07/2021,19:48:29,16,reconyx,dingo,collared,F1,felixer,SR4,0,SR5,0,SR6,1,F,0,1,,,no,drop,27/05/2021,na,na,NA,49,,49,west,,,,,,
second camera check 27.7,226,15/07/2021,19:15:41,16,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,1,SR9,0,T,1,0,doomageddon,rambo or doomageddon,yes,catID,27/05/2021,13/07/2021,1,F,49,2,2,west,,3700,adult,1,13/07/2021,2
second camera check 27.7,227,15/07/2021,1:03:10,8,reconyx,dingo,collared,F2,felixer,SR7,0,SR8,1,SR9,0,F,0,1,,,no,drop,27/05/2021,12/07/2021,1,F,49,3,3,east,"eyeballs felixer, stops and walks around off of track",,,,,
second camera check 27.7,228,16/07/2021,2:12:42,8,swift,dingo,collared,CR07,crate,PN01,0,PN02,0,PN03,1,F,0,1,,,no,drop,5/07/2021,7/04/2021,2,M,11,100,11,west,"walks past, stops looks at camera, continues on",4675,adult,2,31/05/2021,46
second camera check 27.7,229,16/07/2021,4:09:04,5,swift,dingo,collared,CR08,crate,PN04,0,PN05,0,PN06,1,F,0,1,,,no,drop,5/07/2021,12/05/2021,2,F,11,65,11,south,walks infront of PN06 14 times in half an hour,5400,adult,2,15/07/2021,1
second camera check 27.7,230,16/07/2021,0:47:37,8,swift,dingo,collared,CR08,crate,PN04,1,PN05,0,PN06,0,F,0,1,,,no,drop,5/07/2021,7/04/2021,2,M,11,100,11,south,just infront of PN04 - investigates camera,4675,adult,2,31/05/2021,46
second camera check 27.7,231,16/07/2021,5:18:13,6,swift,dingo,collared,CR09,crate,PN08,1,PN07,0,PN09,1,F,0,1,biter,"probably biter, changed collar a day before but maybe doomageddon",yes,catID,5/07/2021,12/05/2021,2,F,11,65,11,north,8 passes on PN08 in half an hour then around to PN09,3700,adult,2,15/07/2021,1
second camera check 27.7,232,16/07/2021,20:31:18,9,swift,dingo,collared,CR10,crate,PN10,1,PN11,1,PN12,0,T,1,0,mohawk,,yes,catID,5/07/2021,3/04/2021,2,M,11,104,11,south,"walks past, stops infront of PN10",5200,adult,2,30/04/2021,77
second camera check 27.7,233,16/07/2021,19:47:01,11,swift,dingo,collared,CR11,crate,PN13,1,PN14,1,PN15,1,T,1,0,mohawk,can see right side pattern clearly,yes,catID,5/07/2021,3/04/2021,2,M,11,104,11,south,wlaks past all,4225,adult,2,30/04/2021,77
second camera check 27.7,234,16/07/2021,22:47:19,10,swift,wildWest,uncollared,CR12,crate,PN22,0,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,11,,11,south,?,,,,,
second camera check 27.7,235,16/07/2021,18:45:11,11,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,11,,11,north,?,,,,,
second camera check 27.7,236,16/07/2021,0:32:15,12,reconyx,dingo,collared,F1,felixer,SR4,0,SR5,1,SR6,0,F,0,1,,,no,drop,27/05/2021,na,na,NA,50,,50,west,walks off track stares at felixer but wouldn't have been shot,,,,,
second camera check 27.7,237,17/07/2021,7:52:11,14,reconyx,dingo,collared,CR05,crate,HM7,0,HM8,1,HM9,0,F,0,1,,,no,drop,29/05/2021,13/07/2021,1,F,49,4,4,north,walks north to investigate camera and past,3700,adult,1,13/07/2021,4
second camera check 27.7,238,17/07/2021,5:06:44,11,reconyx,dingo,collared,CR05,crate,HM7,0,HM8,1,HM9,0,F,0,1,,,no,drop,29/05/2021,10/07/2021,1,M,49,7,7,south,"walks south past camera, looks at crate but walks past I think",5975,adult,1,10/07/2021,7
second camera check 27.7,239,17/07/2021,4:44:31,11,reconyx,dingo,collared,CR06,crate,HM10,0,HM11,1,HM12,0,T,1,0,,,no,drop,5/07/2021,1/07/2021,1,M,12,16,12,west,walks west stops stares at camera,4225,adult,1,1/07/2021,16
second camera check 27.7,240,17/07/2021,2:05:50,7,swift,dingo,collared,CR08,crate,PN04,1,PN05,0,PN06,1,F,0,1,biter,I think biter from behaviour,yes,catID,5/07/2021,12/05/2021,2,F,12,66,12,north,"walks infront of PN04 16 times in an hour, then walks past PN06",5400,adult,2,15/07/2021,2
second camera check 27.7,241,17/07/2021,21:44:10,6,swift,dingo,collared,CR08,crate,PN04,1,PN05,1,PN06,1,T,1,0,mohawk,,yes,catID,5/07/2021,3/04/2021,2,M,12,105,12,south,walks in front of all,5200,adult,2,30/04/2021,78
second camera check 27.7,242,17/07/2021,3:57:31,4,swift,dingo,collared,CR09,crate,PN08,1,PN07,0,PN09,1,F,0,1,cantID,"probably biter, fits behaviour and large strip inside leg",yes,drop,5/07/2021,,,,12,,,north,7 passes on PN08 in half an hour then around to PN09,,,,,
second camera check 27.7,243,17/07/2021,6:07:42,3,swift,dingo,collared,CR09,crate,PN08,0,PN07,0,PN09,1,F,0,1,,,no,drop,5/07/2021,na,na,NA,12,,12,south,south then north on pn09,,,,,
second camera check 27.7,244,17/07/2021,19:04:10,10,swift,dingo,collared,CR10,crate,PN10,0,PN11,0,PN12,1,F,0,1,,,no,drop,5/07/2021,na,na,NA,12,,12,south,"walks past camera, can see collar - TS collar, but back pattern isn't mohawks. So jumper probably",,,,,
second camera check 27.7,245,17/07/2021,5:10:07,7,swift,wildWest,uncollared,CR12,crate,PN22,0,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,12,,12,south,?,,,,,
second camera check 27.7,246,17/07/2021,21:39:00,7,swift,wildWest,uncollared,CR12,crate,PN22,0,PN23,0,PN24,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,12,,12,south,?,,,,,
second camera check 27.7,247,17/07/2021,2:17:14,7,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,1,PN19,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,12,,12,north,?,,,,,
second camera check 27.7,248,17/07/2021,18:33:46,13,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,1,SR9,0,F,0,1,mohawk,,yes,catID,27/05/2021,3/04/2021,2,M,51,105,51,east,,5200,adult,2,30/04/2021,78
second camera check 27.7,249,18/07/2021,22:47:29,-1,swift,dingo,collared,CR09,crate,PN08,1,PN07,0,PN09,0,F,0,1,,,no,drop,5/07/2021,13/07/2021,1,F,13,5,5,north,north then south,3700,adult,1,13/07/2021,5
second camera check 27.7,250,18/07/2021,23:13:03,1,swift,dingo,collared,CR09,crate,PN08,1,PN07,0,PN09,0,F,0,1,,,no,drop,5/07/2021,13/07/2021,1,F,13,5,5,north,north then south,3700,adult,1,13/07/2021,5
second camera check 27.7,251,18/07/2021,18:47:20,-1,swift,dingo,collared,CR11,crate,PN13,1,PN14,0,PN15,0,F,0,1,,,no,drop,5/07/2021,11/07/2021,1,M,13,7,7,north,walks past crate twice then PN15,3300,adult,1,11/07/2021,7
second camera check 27.7,252,18/07/2021,3:12:16,7,swift,dingo,collared,CR11,crate,PN13,0,PN14,1,PN15,1,T,1,0,megatron,"ginger or megatron, check GPS",yes,catID,5/07/2021,11/07/2021,1,M,13,7,7,north,"walks in frame, then retreats",3300,adult,1,11/07/2021,7
second camera check 27.7,253,18/07/2021,2:49:11,4,swift,wildWest,uncollared,CR12,crate,PN22,0,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,13,,13,north,?,,,,,
second camera check 27.7,254,18/07/2021,4:22:00,-1,swift,wildWest,uncollared,CR14,crate,PN16,1,PN17,1,PN18,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,13,,13,north,walks past,,,,,
second camera check 27.7,255,18/07/2021,1:53:32,1,swift,wildWest,uncollared,CR14,crate,PN16,0,PN17,1,PN18,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,13,,13,south,walks past,,,,,
second camera check 27.7,256,18/07/2021,2:36:11,-1,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,13,,13,south,?,,,,,
second camera check 27.7,257,18/07/2021,0:33:22,8,reconyx,dingo,collared,F3,felixer,SR15,1,SR14,1,SR13,0,T,1,0,megatron,,yes,catID,27/05/2021,11/07/2021,1,M,52,7,7,north,,3300,adult,1,11/07/2021,7
second camera check 27.7,258,18/07/2021,2:43:06,8,reconyx,dingo,collared,F3,felixer,SR15,0,SR14,1,SR13,1,T,1,0,megatron,,yes,catID,27/05/2021,11/07/2021,1,M,52,7,7,north,,3300,adult,1,11/07/2021,7
second camera check 27.7,259,18/07/2021,18:57:48,10,reconyx,dingo,collared,F3,felixer,SR15,1,SR14,1,SR13,0,T,1,0,mohawk,,yes,catID,27/05/2021,3/04/2021,2,M,52,106,52,south,,5200,adult,2,30/04/2021,79
second camera check 27.7,260,19/07/2021,18:14:07,13,reconyx,dingo,collared,CR06,crate,HM10,0,HM11,1,HM12,0,T,1,0,,,no,drop,5/07/2021,1/07/2021,1,M,14,18,14,east,walks east,4225,adult,1,1/07/2021,18
second camera check 27.7,261,19/07/2021,3:55:05,-4,swift,dingo,collared,CR07,crate,PN01,1,PN02,1,PN03,1,T,1,0,mohawk,,yes,catID,5/07/2021,3/04/2021,2,M,14,107,14,east,walks past all,5200,adult,2,30/04/2021,80
second camera check 27.7,262,19/07/2021,0:40:05,-1,swift,dingo,collared,CR08,crate,PN04,0,PN05,0,PN06,1,F,0,1,,,no,drop,5/07/2021,12/05/2021,2,F,14,68,14,south,walks back and forth in front of camera 8 times in half an hour,5400,adult,2,15/07/2021,4
second camera check 27.7,263,19/07/2021,2:28:16,-2,swift,dingo,collared,CR08,crate,PN04,0,PN05,0,PN06,1,F,0,1,,,no,drop,5/07/2021,12/05/2021,2,F,14,68,14,south,walks south then north in front of PNO6,5400,adult,2,15/07/2021,4
second camera check 27.7,264,19/07/2021,4:28:06,-3,swift,dingo,collared,CR08,crate,PN04,1,PN05,1,PN06,1,T,1,0,mohawk,,yes,catID,5/07/2021,3/04/2021,2,M,14,107,14,north,walks past all,5200,adult,2,30/04/2021,80
second camera check 27.7,265,19/07/2021,3:15:37,-2,swift,dingo,collared,CR09,crate,PN08,1,PN07,0,PN09,1,F,0,1,biter,I think. Taken out of the pen on the 19th,yes,catID,5/07/2021,12/05/2021,2,F,14,68,14,north,4 passes on PN08 in half an hour then around to PN09,5400,adult,2,15/07/2021,4
second camera check 27.7,266,19/07/2021,4:58:57,-4,swift,dingo,collared,CR09,crate,PN08,1,PN07,1,PN09,1,T,1,0,mohawk,,yes,catID,5/07/2021,3/04/2021,2,M,14,107,14,north,"walks past all, scent marks fence PN08",5200,adult,2,30/04/2021,80
second camera check 27.7,267,19/07/2021,19:37:37,3,swift,dingo,collared,CR11,crate,PN13,1,PN14,1,PN15,1,T,1,0,megatron,,yes,catID,5/07/2021,11/07/2021,1,M,14,8,8,south,"walks past all, stops looks at crate",3300,adult,1,11/07/2021,8
second camera check 27.7,268,19/07/2021,3:17:42,-2,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,0,PN25,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,14,,14,south,?,,,,,
second camera check 27.7,269,19/07/2021,20:03:38,0,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,1,PN25,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,14,,14,north,?,,,,,
second camera check 27.7,270,19/07/2021,20:35:48,0,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,1,PN25,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,14,,14,north,?,,,,,
second camera check 27.7,271,19/07/2021,19:39:24,4,swift,wildWest,uncollared,CR14,crate,PN16,0,PN17,1,PN18,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,14,,14,north,walks past,,,,,
second camera check 27.7,272,19/07/2021,18:38:43,5,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,14,,14,north,?,,,,,
second camera check 27.7,273,19/07/2021,20:02:40,0,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,1,PN19,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,14,,14,north,?,,,,,
second camera check 27.7,274,20/07/2021,6:35:12,6,reconyx,dingo,collared,CR01,crate,SR1,0,SR2,0,SR3,1,F,0,1,,,no,drop,27/05/2021,na,na,NA,54,,54,south,fast and blurry,,,,,
second camera check 27.7,275,20/07/2021,6:43:16,6,reconyx,dingo,collared,CR01,crate,SR1,0,SR2,0,SR3,1,F,0,1,,,no,drop,27/05/2021,na,na,NA,54,,54,north,fast and blurry,,,,,
second camera check 27.7,276,20/07/2021,1:42:22,3,reconyx,dingo,collared,CR01,crate,SR1,0,SR2,1,SR3,1,T,1,0,rambo,rambo or doomageddon,yes,catID,27/05/2021,12/07/2021,1,M,54,8,8,north,,3350,adult,1,12/07/2021,8
second camera check 27.7,277,20/07/2021,22:37:29,8,reconyx,dingo,collared,CR02,crate,SR10,1,SR11,1,SR12,0,T,1,0,mohawk,,yes,catID,29/05/2021,3/04/2021,2,M,52,108,52,west,investigates felixer,5200,adult,2,30/04/2021,81
second camera check 27.7,278,20/07/2021,18:39:45,8,swift,dingo,collared,CR08,crate,PN04,0,PN05,0,PN06,1,F,0,1,,,no,drop,5/07/2021,na,na,NA,15,,15,north,walks along fence north,,,,,
second camera check 27.7,279,20/07/2021,19:01:26,8,swift,dingo,collared,CR09,crate,PN08,1,PN07,1,PN09,0,T,1,0,mohawk,"I think, a bit blurry",yes,catID,5/07/2021,3/04/2021,2,M,15,108,15,north,walks past 2,5200,adult,2,30/04/2021,81
second camera check 27.7,280,20/07/2021,20:48:42,6,swift,dingo,collared,CR11,crate,PN13,1,PN14,0,PN15,1,F,0,1,megatron,,yes,catID,5/07/2021,11/07/2021,1,M,15,9,9,south,misses crate site,3300,adult,1,11/07/2021,9
second camera check 27.7,281,20/07/2021,4:54:18,3,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,1,PN24,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,15,,15,north,?,,,,,
second camera check 27.7,282,20/07/2021,23:49:11,4,swift,wildWest,uncollared,CR12,crate,PN22,0,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,15,,15,south,?,,,,,
second camera check 27.7,283,20/07/2021,0:29:53,-2,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,0,PN25,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,15,,15,south,?,,,,,
second camera check 27.7,284,20/07/2021,2:22:57,0,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,1,PN25,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,15,,15,north,?,,,,,
second camera check 27.7,285,20/07/2021,2:44:29,0,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,1,PN25,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,15,,15,north,?,,,,,
second camera check 27.7,286,20/07/2021,21:50:15,4,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,1,PN25,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,15,,15,north,?,,,,,
second camera check 27.7,287,20/07/2021,6:15:31,5,swift,wildWest,uncollared,CR14,crate,PN16,0,PN17,1,PN18,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,15,,15,south,walks past,,,,,
second camera check 27.7,288,20/07/2021,4:31:13,5,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,1,PN19,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,15,,15,north,?,,,,,
second camera check 27.7,289,20/07/2021,5:51:36,3,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,1,PN19,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,15,,15,south,?,,,,,
second camera check 27.7,290,20/07/2021,22:59:20,2,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,1,PN19,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,15,,15,north,?,,,,,
second camera check 27.7,291,20/07/2021,18:25:06,13,reconyx,dingo,collared,F1,felixer,SR4,1,SR5,1,SR6,1,T,1,0,mohawk,,yes,catID,27/05/2021,3/04/2021,2,M,54,108,54,west,,5200,adult,2,30/04/2021,81
second camera check 27.7,292,21/07/2021,19:42:00,6,swift,dingo,collared,CR09,crate,PN08,1,PN07,1,PN09,1,T,1,0,mohawk,,yes,catID,5/07/2021,3/04/2021,2,M,16,109,16,south,walks past all,5200,adult,2,30/04/2021,82
second camera check 27.7,293,21/07/2021,3:13:00,-1,swift,dingo,collared,CR11,crate,PN13,1,PN14,0,PN15,1,F,0,1,megatron,,yes,catID,5/07/2021,11/07/2021,1,M,16,10,10,south,misses crate site,3300,adult,1,11/07/2021,10
second camera check 27.7,294,21/07/2021,2:30:36,0,swift,wildWest,uncollared,CR12,crate,PN22,0,PN23,0,PN24,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,16,,16,south,?,,,,,
second camera check 27.7,295,21/07/2021,19:35:19,4,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,0,PN25,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,16,,16,north,?,,,,,
second camera check 27.7,296,21/07/2021,0:28:46,2,swift,wildWest,uncollared,CR14,crate,PN16,0,PN17,1,PN18,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,16,,16,north,investigates camera,,,,,
second camera check 27.7,297,21/07/2021,20:01:12,5,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,1,PN19,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,16,,16,north,?,,,,,
second camera check 27.7,298,21/07/2021,5:38:52,0,reconyx,dingo,collared,F1,felixer,SR4,1,SR5,1,SR6,1,T,1,0,uncollaredInside,small cat,yes,drop,27/05/2021,,,,55,,,east,walks infront of SR4 3 times before walking infront of all,,,,,
second camera check 27.7,299,21/07/2021,5:45:46,0,reconyx,dingo,collared,F1,felixer,SR4,1,SR5,1,SR6,1,T,1,0,uncollaredInside,small cat,yes,drop,27/05/2021,,,,55,,,west,walks infront of SR6 3 times then infront of all,,,,,
second camera check 27.7,300,21/07/2021,6:04:14,0,reconyx,dingo,collared,F1,felixer,SR4,1,SR5,1,SR6,0,T,1,0,uncollaredInside,small cat,yes,drop,27/05/2021,,,,55,,,east,walks infront of both,,,,,
second camera check 27.7,301,22/07/2021,1:11:34,8,reconyx,dingo,collared,CR04,crate,HM4,0,HM5,0,HM6,1,F,0,1,,,no,drop,29/05/2021,7/04/2021,2,M,54,106,54,west,walks past HM6,4200,adult,2,5/05/2021,78
second camera check 27.7,302,22/07/2021,21:59:13,15,reconyx,dingo,collared,CR06,crate,HM10,0,HM11,1,HM12,0,T,1,0,,,no,drop,5/07/2021,na,na,NA,17,,17,east,flash of tail east,,,,,
second camera check 27.7,303,22/07/2021,22:24:57,9,swift,dingo,collared,CR08,crate,PN04,1,PN05,1,PN06,1,T,1,0,mohawk,"I think, blurry, but inside left rear visible",yes,catID,5/07/2021,3/04/2021,2,M,17,110,17,south,walks past all,5200,adult,2,30/04/2021,83
second camera check 27.7,304,22/07/2021,22:06:40,9,swift,dingo,collared,CR09,crate,PN08,1,PN07,1,PN09,1,T,1,0,cantID,"I think mohawk, poor photos",yes,drop,5/07/2021,,,,17,,,south,walks past all,,,,,
second camera check 27.7,305,22/07/2021,3:25:25,2,swift,dingo,collared,CR11,crate,PN13,1,PN14,1,PN15,1,T,1,0,megatron,maybe ginger,yes,catID,5/07/2021,11/07/2021,1,M,17,11,11,south,walks past all,3300,adult,1,11/07/2021,11
second camera check 27.7,306,22/07/2021,18:38:46,12,swift,dingo,collared,CR11,crate,PN13,0,PN14,1,PN15,0,T,1,0,,,no,drop,5/07/2021,3/04/2021,2,M,17,110,17,north,walks past crate only,5200,adult,2,30/04/2021,83
second camera check 27.7,307,22/07/2021,0:46:03,1,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,17,,17,north,?,,,,,
second camera check 27.7,308,22/07/2021,23:02:10,11,swift,wildWest,uncollared,CR12,crate,PN22,0,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,17,,17,south,?,,,,,
second camera check 27.7,309,22/07/2021,23:57:38,10,swift,wildWest,uncollared,CR12,crate,PN22,0,PN23,0,PN24,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,17,,17,north,?,,,,,
second camera check 27.7,310,22/07/2021,0:20:37,1,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,0,PN25,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,17,,17,south,?,,,,,
second camera check 27.7,311,22/07/2021,1:09:50,0,swift,wildWest,uncollared,CR13,crate,PN27,1,PN26,1,PN25,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,17,,17,north,?,,,,,
second camera check 27.7,312,22/07/2021,0:26:53,1,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,1,PN19,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,17,,17,north,?,,,,,
second camera check 27.7,313,22/07/2021,18:42:06,11,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,17,,17,south,?,,,,,
second camera check 27.7,314,22/07/2021,1:33:13,5,reconyx,dingo,collared,F1,felixer,SR4,0,SR5,1,SR6,1,T,1,0,jumper,horse or jumper,yes,catID,27/05/2021,7/04/2021,2,M,56,106,56,west,,4100,adult,2,5/05/2021,78
second camera check 27.7,315,22/07/2021,19:41:22,14,reconyx,dingo,collared,F1,felixer,SR4,1,SR5,1,SR6,0,T,1,0,terminator,"terminator, doomageddon or rambo",yes,catID,27/05/2021,22/07/2021,1,F,56,0,0,east,,3650,adult,1,22/07/2021,0
second camera check 27.7,316,22/07/2021,0:47:18,7,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,0,SR9,0,F,0,1,,,no,drop,27/05/2021,na,na,NA,56,,56,west,,,,,,
second camera check 27.7,317,23/07/2021,9:07:01,12,reconyx,dingo,collared,CR06,crate,HM10,0,HM11,1,HM12,0,T,1,0,,,no,drop,5/07/2021,na,na,NA,18,,18,west,body infront of camera,,,,,
second camera check 27.7,318,23/07/2021,5:31:20,8,swift,wildWest,uncollared,CR12,crate,PN22,0,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,18,,18,south,?,,,,,
second camera check 27.7,319,24/07/2021,6:00:25,7,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,1,HM6,1,T,1,0,hearteater,,yes,catID,29/05/2021,9/05/2021,3,M,56,76,56,east,"walks east back and forth across HM6, then infront of felixer @0607, then HM4 @0612, then back past felixer @0614",3950,adult,3,18/07/2021,6
